x,y,z
4386,27153,26733
40610,9232,54271
10443,1285,57219
41647,17329,24113
53067,59430,60930
56633,46665,59755
21008,18082,60991
42048,53061,47644
52865,38395,53702
12118,47825,11189
55512,50046,56058
35791,47970,29014
1266,54042,15005
38259,60907,53663
9175,33127,10338
9435,42775,39160
9631,64563,60057
6754,57034,55821
23239,16800,13758
12978,51633,7955
10790,5826,61075
8132,13645,4106
50492,61870,17379
11842,25765,1303
38164,13923,60373
1542,6254,54317
55607,32219,59904
43424,35834,62563
20630,60871,56755
5466,38915,5581
51507,7917,47899
55457,21546,64310
38270,42298,46162
8679,26561,21348
2004,60715,57702
34782,63994,19533
5042,11977,13038
22956,2349,62814
49566,64727,10142
59540,52513,53366
44876,39114,54267
20716,35999,65534
7548,17960,57759
47027,18061,15736
36957,7285,57858
14243,35770,22939
19305,27469,43703
47318,2121,4636
41714,35846,62557
14300,58941,36459
10778,10592,54865
44420,22941,34898
23397,31021,39272
59477,20902,23852
6011,58451,30026
9067,12909,8531
8346,5432,43403
58719,529,38416
4431,7797,33732
2835,40838,5415
44987,42827,32512
45502,34358,51039
28246,36018,25312
43470,9444,9806
12599,54584,30907
10000,28385,61372
37784,29621,25714
36544,27521,58912
50733,37451,27464
36726,46671,58466
24656,49886,4284
20600,30002,7821
30650,15421,44707
48307,38492,14791
32881,59537,6981
19237,2156,21328
56341,2912,33740
52043,12445,54322
7466,58182,33127
32849,50693,34218
50469,47720,10983
48626,17775,58282
18501,42341,59081
53770,14186,52998
60692,2202,32790
34654,6439,30221
64432,7938,12788
62679,1786,25429
22540,51473,12360
62359,53394,63137
7175,34012,10472
28093,15185,55529
14620,54588,30909
26143,5897,24447
13150,40460,54778
14952,5292,2752
5220,1191,46634
8975,21518,23251
24408,3109,50514
49652,51771,18892
61621,16408,51137
10652,27272,50977
32226,28330,55886
1099,43924,58868
51744,60066,53390
26901,9953,4378
14730,43751,41801
21184,16881,58897
34115,22227,42260
23192,47504,38670
56801,52500,62803
37266,13897,16624
30104,21357,46996
61003,23531,24432
44466,56318,4038
15366,44528,27657
64010,6654,34113
28080,11603,49021
21164,7862,58556
29058,35850,46579
12827,36453,55658
41427,21431,8519
62984,712,2811
50497,60296,5912
29490,27590,31599
17185,9974,64716
35638,23991,21417
37951,26056,28961
23059,49060,10487
33007,20801,40732
31431,3691,3632
13103,56509,52402
58775,52051,26500
31696,15084,30700
30947,65364,16523
34920,42948,11183
46484,42212,35762
7813,51309,12762
64871,57914,46707
13101,50088,51731
64823,8450,28656
27181,6855,5509
19982,28440,956
64464,15317,44395
31447,33367,7980
30255,4191,58260
30365,63507,6508
25407,30195,37888
10579,11700,17164
23601,19574,38620
32408,53495,2897
40558,23236,56521
36618,43670,473
23566,46288,48975
39943,7694,55872
28593,62859,55201
9956,3300,57357
39767,59294,32166
36526,24838,16599
39629,15497,49811
60620,4429,22029
55772,36167,1992
35987,56487,53569
63925,44665,41894
55743,55626,45804
25378,2861,11853
65507,4260,52069
55927,36030,14189
58789,7515,45931
54897,53407,26388
27765,59229,1368
23447,29827,39946
39349,49017,31844
55368,33175,63343
12492,35058,8247
38654,32708,43924
27117,6371,53151
16909,62561,26047
18290,40286,5687
3703,498,56934
41608,18242,43097
7162,5493,51901
34637,18029,35728
17536,56120,50669
55563,43591,40760
45407,64449,10965
20612,42593,62930
59898,39209,31159
10865,58955,61832
10709,62954,52560
23699,26257,58516
63737,362,64190
34428,61951,33460
26957,61895,46528
41995,49052,14215
49296,242,24653
24048,15707,52554
24174,3436,38221
36368,15584,29475
58666,6826,23389
863,27641,58568
44509,18159,21634
49175,46143,20255
29502,3698,52326
46434,49922,53408
27940,24215,65266
51306,11890,25022
40686,65487,55568
42764,39557,31761
50380,3009,22881
22848,24157,426
48476,10291,64753
13347,44025,59194
